date,accumulated_pl,accumulated_pl_percent,cash_percent,cash_value,daily_pl,daily_pl_percent,equity_percent,equity_value,portfolio_value
2000-02-25,0.0,0.0,100.0,100000.0,0.0,0.0,0.0,0.0,100000.0
2000-02-28,0.0,0.0,100.0,100000.0,0.0,0.0,0.0,0.0,100000.0
2000-02-29,650.1681024999853,0.6501681024999852,49.25951842624742,49579.78810249998,650.1681024999853,0.6501681024999852,50.74048157375258,51070.380000000005,100650.16810249999
2000-03-01,480.36810249998234,0.4803681024999823,49.34276121672212,49579.78810249998,-169.8000000000029,-0.168703145957076,50.65723878327788,50900.58,100480.36810249998
2000-03-02,-828.6718975000113,-0.8286718975000112,49.99407495204265,49579.78810249998,-1309.0399999999936,-1.3027818515400367,50.00592504795735,49591.54000000001,99171.32810249999
2000-03-03,2686.3381024999835,2.6863381024999833,48.28275018728409,49579.78810249998,3515.0099999999948,3.5443812917045987,51.71724981271591,53106.55,102686.33810249998
2000-03-06,5810.448102499984,5.810448102499985,46.85717619726115,49579.78810249998,3124.1100000000006,3.042381350556644,53.14282380273886,56230.66,105810.44810249998
2000-03-07,3746.4781024999684,3.7464781024999687,47.78936982662283,49579.78810249998,-2063.9700000000157,-1.9506296750587622,52.21063017337717,54166.68999999999,103746.47810249997
2000-03-08,4126.658102499976,4.126658102499976,47.61488460879512,49579.78810249998,380.18000000000757,0.36645099376230916,52.38511539120487,54546.869999999995,104126.65810249998
2000-03-09,6349.348102499964,6.349348102499963,46.619738613456065,49579.78810249998,2222.689999999988,2.134602262767351,53.380261386543935,56769.55999999998,106349.34810249996
2000-03-10,4863.4481024999695,4.863448102499969,47.28033361447132,49579.78810249998,-1485.8999999999942,-1.3971876899215945,52.71966638552868,55283.65999999999,104863.44810249997
2000-03-13,2833.5981024999783,2.833598102499978,48.21360821497371,49579.78810249998,-2029.8499999999913,-1.9357078531462089,51.78639178502629,53253.81,102833.59810249998
2000-03-14,-1386.3118975000107,-1.3863118975000108,50.27678110057732,49579.78810249998,-4219.909999999989,-4.103629628707312,49.723218899422676,49033.90000000001,98613.68810249999
2000-03-15,-4348.271897500032,-4.348271897500031,51.833656417969266,49579.78810249998,-2961.960000000021,-3.003599253808794,48.16634358203074,46071.93999999999,95651.72810249997
2000-03-16,-1068.391897500027,-1.068391897500027,50.11521499896363,49579.78810249998,3279.8800000000047,3.4289814361589994,49.88478500103638,49351.81999999999,98931.60810249997
2000-03-17,601.3281024999742,0.6013281024999741,49.28343297017359,49579.78810249998,1669.7200000000012,1.6877518035187056,50.71656702982641,51021.53999999999,100601.32810249997
2000-03-20,-765.9518975000246,-0.7659518975000246,49.96247664036486,49579.78810249998,-1367.2799999999988,-1.3591073058269312,50.03752335963514,49654.259999999995,99234.04810249998
2000-03-21,667.9181024999707,0.6679181024999707,49.250832874101846,49579.78810249998,1433.8699999999953,1.444937526401155,50.749167125898154,51088.12999999999,100667.91810249997
2000-03-22,3824.3181024999794,3.8243181024999795,47.753540797207656,49579.78810249998,3156.4000000000087,3.1354577103563077,52.24645920279235,54244.53,103824.31810249998
2000-03-23,3591.4881024999777,3.5914881024999774,47.86087062813751,49579.78810249998,-232.83000000000175,-0.22425382054533852,52.13912937186248,54011.7,103591.48810249998
2000-03-24,3425.0781024999887,3.4250781024999886,47.93787832904865,49579.78810249998,-166.40999999998894,-0.1606406115484434,52.062121670951356,53845.29000000001,103425.07810249999
2000-03-27,3562.1381024999864,3.5621381024999863,47.87443462535381,49579.78810249998,137.05999999999767,0.13252105051751917,52.1255653746462,53982.350000000006,103562.13810249999
2000-03-28,1173.858102499973,1.173858102499973,49.00454428877303,49579.78810249998,-2388.2800000000134,-2.3061323798048936,50.99545571122697,51594.06999999999,101173.85810249997
2000-03-29,-538.0418975000212,-0.5380418975000212,49.847991180111094,49579.78810249998,-1711.8999999999942,-1.6920378762917747,50.152008819888906,49882.17,99461.95810249998
2000-03-30,-4587.791897500007,-4.587791897500006,51.963778103989696,49579.78810249998,-4049.7499999999854,-4.071657221775724,48.0362218960103,45832.42000000001,95412.2081025
2000-03-31,-3964.781897500012,-3.9647818975000115,51.62667309151383,49579.78810249998,623.0099999999948,0.6529667559215314,48.37332690848617,46455.43000000001,96035.21810249999
2000-04-03,-7314.6618975000165,-7.314661897500016,53.4925902170957,49579.78810249998,-3349.8800000000047,-3.4881786767273457,46.5074097829043,43105.55,92685.33810249998
2000-04-04,-7188.831897500029,-7.188831897500029,53.4200669123617,49579.78810249998,125.8299999999872,0.13576041537533454,46.5799330876383,43231.37999999999,92811.16810249997
2000-04-05,-5412.851897500019,-5.412851897500018,52.417045124114026,49579.78810249998,1775.9800000000105,1.9135412648170005,47.582954875885974,45007.36,94587.14810249998
2000-04-06,-2859.6918975000153,-2.8596918975000154,51.03935644324357,49579.78810249998,2553.1600000000035,2.6992673436281795,48.96064355675643,47560.520000000004,97140.30810249998
2000-04-07,102.01810249997652,0.10201810249997653,49.529259291988005,49579.78810249998,2961.709999999992,3.048899121129893,50.470740708011995,50522.229999999996,100102.01810249998
